label,left_knee,right_knee,left_hip,right_hip,left_elbow,right_elbow,left_shoulder,right_shoulder,trunk,left_ankle
push_up,,,,175.6269381847622,,179.00722976546825,,63.17448603550851,104.07063640275007,
push_up,,,,178.55760713401102,,178.79774355198805,,59.08022693462642,107.722169254159,
push_up,,,,174.66543314515775,,176.91707481937536,,55.274126707851316,102.19884953273043,
push_up,,,,175.58833436441748,,174.69619292668153,,55.947992984813304,25.36441188774593,
push_up,,,,172.60495539215376,,175.0816535786326,,53.23611589725111,66.4091995242149,
push_up,,,,167.2012527621914,,175.44870417521247,,50.483671097329655,80.83574757043006,
push_up,,,,164.82230209179514,,176.178349510883,,50.41617526833135,28.606731480126605,
push_up,,,,162.4473316490431,,175.41857990761417,,47.833882919335906,60.985179302610355,
push_up,,,,161.84986045832582,,173.741989443499,,48.03903649599003,24.528249728354865,
push_up,,,175.67347786576047,161.6626868325568,,172.792735145438,,48.369746482722334,2.802824451916679,
push_up,,,173.95938570532275,163.48077980151393,,172.60444729770248,,48.699345307339996,28.781247122201954,
push_up,,,174.8281385394761,164.4445778883674,,173.23725243384075,,47.89060372084606,13.963787380211999,
push_up,,,171.2062056748071,165.306931233024,,173.72794246037958,,48.102700209288386,19.952095727706535,
push_up,,,169.1869715006208,166.13104756101788,,174.21215058016497,,48.06272780780209,9.092133521771297,
push_up,,,168.51581122425094,168.03876859494508,,175.7234026994251,,48.213660311647786,55.734866871376745,
push_up,,,169.9611330816741,168.77223716686788,,175.91206849025755,,48.70898929280562,25.45259728992029,
push_up,,,173.3756266993617,169.5161141249315,,175.98448180041513,,49.0629200475528,1.1268284833989002,
push_up,,,174.05767545440725,170.2292292643763,,176.79346507541447,,49.641328195935074,14.952752470760625,
push_up,,,175.39177202094876,171.18448549117824,,177.5147404370236,,50.74341644785396,6.223992826786355,
push_up,,,175.10450203792553,171.8297705396077,,178.2192707218785,,50.98372642523879,56.558431542967625,
push_up,,,175.71828351026966,173.42372508960418,,178.56893196253847,,51.86372113048016,79.11073759754396,
push_up,,,177.34376609813685,175.5354281132841,,179.1024341794502,,53.34378158650078,84.12824130494776,
push_up,,,176.70969331729182,175.14672580380142,,178.92693877916142,,53.06063049464753,89.56004850041631,
push_up,,,178.30003273183226,175.66408593449785,,178.94241387973966,,52.94228846030992,98.51135031689478,
push_up,,,178.06408782595383,175.9308792261283,,179.0503958767123,,53.47024226159679,95.34336501950098,
push_up,,,177.1620018757221,175.28433167306406,,175.92779459314008,,51.46038543002,98.40014576319173,
push_up,,,176.77964103581078,177.2534523290392,,170.59567933149796,,50.135797739477994,104.89169610048079,
push_up,,,179.79037217138037,177.03887334114162,,165.9379830046476,,46.964107832338215,116.69381539252448,
push_up,,,179.49642908837092,176.68367089473642,,157.50019205216336,,41.59056361419384,119.78179548250928,
push_up,,,179.93138308810123,173.67670444880847,,144.8835932926463,,33.40018060242748,114.09405418134753,
push_up,,,178.72461741277715,173.92733967067278,,127.98460355384091,,21.342608649284614,146.8744709477969,
push_up,,,179.6703116219784,174.710614062173,,123.35539831925642,,17.902780034893905,134.51793169038328,
push_up,,,179.73361844603107,172.2121695773957,,116.83000777388942,,11.151191582001715,162.5393661841525,
push_up,,,177.84009893124758,177.47339301257196,,110.41031298768199,,7.234121360360308,144.1147040418521,
push_up,,,,179.49420876344797,,103.14153263752718,,2.569827389403972,122.94633703587091,
push_up,,,,177.15924929562058,,92.54629418531955,,4.255548427789963,119.8364233731981,
push_up,,,,179.2730629532473,,86.91251974448747,,8.973907625758692,114.60357586878918,
push_up,,,,179.57519132282695,,81.877927727837,,12.542582867139533,126.4160773936582,
push_up,,,,176.5864102483876,,81.90809911152151,,11.285265316069353,107.45718180428183,
push_up,,,,175.88123068344225,,86.44456623785325,,7.862721651563352,108.58956324406742,
push_up,,,,176.10215056554807,,88.11408587097635,,7.090562077757846,120.81756845681777,
push_up,,,,177.97022863859564,,101.35825247697721,,1.6509608490026342,143.76651313055078,
push_up,,,,177.191640977127,,115.82951815878586,,14.447033252051646,145.8771883136058,
push_up,,,,179.99583284409252,,136.40567620634263,,30.291726390193332,101.96298174954406,
push_up,,,,177.55974289976643,,146.0152706728068,,35.27094564649521,82.4321171389749,
push_up,,,,175.6261515559667,,156.0736954142175,,41.689914306568554,55.7986303959105,
push_up,,,,175.06469154757673,,169.24170916781912,,48.2120079212019,43.47779108193198,
push_up,,,,177.13503346626828,,172.28151308019864,,50.063599115679665,26.177150181968063,
push_up,,,,179.03780090275794,,175.42908534304823,,51.72764311132897,12.755436972423391,
push_up,,,,179.91054187022976,,175.11940522804184,,51.93166256975321,37.69646585829833,
push_up,,,,179.588379789669,,173.36161237374546,,51.8476594532991,1.6307723138347412,
push_up,,,,179.59482372947258,,172.70797856656654,,50.70293459034832,51.19831236497346,
push_up,,,,179.42105192054368,,169.52240333580872,,49.47779508751707,55.37217107509653,
push_up,,,,178.52209541512022,,166.7535350828966,,47.58242312547991,101.45578687352528,
push_up,,,,173.53342694201814,,160.2476580976514,,41.967099484682976,105.95976912754814,
push_up,,,,173.14212777588946,,148.5038474993006,,34.362874180301645,113.74322289051432,
push_up,,,,174.37665935371027,,135.6444195000989,,27.11367344400447,114.4283302549757,
push_up,,,,176.7235576427223,,123.34344551183793,,17.863332980908297,149.54849371912962,
push_up,,,,178.92029316608205,,111.0712207372478,,10.237182539157564,172.13288196763153,
push_up,,,,175.49561030984236,,98.37667640115316,,2.0759600189411365,134.95970847991188,
push_up,,,,175.85409445572128,,91.70186953485447,,3.363388819477381,116.21483656642222,
push_up,,,,173.38401899781107,,86.11551160635487,,7.201225584404558,112.08230134971188,
push_up,,,,169.451332505083,,85.66143549599316,,6.619590049816784,104.75770043699306,
push_up,,,,171.7847354361258,,87.23986430421122,,6.154084929375321,111.47676227130445,
push_up,,,,170.61966558085604,,101.72495318501366,,4.222758731342562,133.30204244702543,
push_up,,,,174.23242549323572,,114.83970532420076,,14.018442419135836,173.41219708223952,
push_up,,,,177.36909267472547,,129.00823650342173,,24.85431710910812,164.25171120976066,
push_up,,,,177.55401347846546,,145.53462214388574,,34.79096142961737,91.70398974672239,
push_up,,,,175.06749909172282,,152.37581465876886,,36.86382705052258,98.91205967567356,
push_up,,,,172.97299655190542,,161.60914080605644,,42.59703377425128,39.64120232314268,
push_up,,,,171.94315111370364,,166.296192365096,,45.547259007215864,4.809337441597885,
push_up,,,,171.09094626024637,,170.28284770548402,,45.833339877090864,38.50768945623831,
push_up,,,,174.03426659265614,,172.76418173492692,,48.10422488858536,16.103005664096898,
push_up,,,,174.9894152911963,,172.89394031140682,,49.633164154148865,48.3852190445281,
push_up,,,,175.31254133336273,,172.4074107395305,,50.273040721105545,37.571823570005435,
